"name";"url";"query";"woeid";"City"
"#FelizJueves";"http://twitter.com/search?q=%23FelizJueves";"%23FelizJueves";"754542";"Bilbao"
"#elconquis15";"http://twitter.com/search?q=%23elconquis15";"%23elconquis15";"754542";"Bilbao"
"Garitano";"http://twitter.com/search?q=Garitano";"Garitano";"754542";"Bilbao"
"Leganés";"http://twitter.com/search?q=Legan%C3%A9s";"Legan%C3%A9s";"754542";"Bilbao"
"Butarque";"http://twitter.com/search?q=Butarque";"Butarque";"754542";"Bilbao"
"#athlive";"http://twitter.com/search?q=%23athlive";"%23athlive";"754542";"Bilbao"
"Rivera";"http://twitter.com/search?q=Rivera";"Rivera";"754542";"Bilbao"
"Iglesias";"http://twitter.com/search?q=Iglesias";"Iglesias";"754542";"Bilbao"
"David";"http://twitter.com/search?q=David";"David";"754542";"Bilbao"
"#paro";"http://twitter.com/search?q=%23paro";"%23paro";"754542";"Bilbao"
"Paloma Tortajada";"http://twitter.com/search?q=%22Paloma+Tortajada%22";"%22Paloma+Tortajada%22";"754542";"Bilbao"
"#25deAbril";"http://twitter.com/search?q=%2325deAbril";"%2325deAbril";"754542";"Bilbao"
"Claveles";"http://twitter.com/search?q=Claveles";"Claveles";"754542";"Bilbao"
"Revolución";"http://twitter.com/search?q=Revoluci%C3%B3n";"Revoluci%C3%B3n";"754542";"Bilbao"
"La EPA";"http://twitter.com/search?q=%22La+EPA%22";"%22La+EPA%22";"754542";"Bilbao"
"El TC";"http://twitter.com/search?q=%22El+TC%22";"%22El+TC%22";"754542";"Bilbao"
"Felipe Reyes";"http://twitter.com/search?q=%22Felipe+Reyes%22";"%22Felipe+Reyes%22";"754542";"Bilbao"
"Deutsche Bank y Commerzbank";"http://twitter.com/search?q=%22Deutsche+Bank+y+Commerzbank%22";"%22Deutsche+Bank+y+Commerzbank%22";"754542";"Bilbao"
"Jadon Sancho";"http://twitter.com/search?q=%22Jadon+Sancho%22";"%22Jadon+Sancho%22";"754542";"Bilbao"
"Al Pacino";"http://twitter.com/search?q=%22Al+Pacino%22";"%22Al+Pacino%22";"754542";"Bilbao"
"Vila Morena";"http://twitter.com/search?q=%22Vila+Morena%22";"%22Vila+Morena%22";"754542";"Bilbao"
"Niñas";"http://twitter.com/search?q=Ni%C3%B1as";"Ni%C3%B1as";"754542";"Bilbao"
"Bernat Soria";"http://twitter.com/search?q=%22Bernat+Soria%22";"%22Bernat+Soria%22";"754542";"Bilbao"
"Diplocat";"http://twitter.com/search?q=Diplocat";"Diplocat";"754542";"Bilbao"
"Ginés Morata";"http://twitter.com/search?q=%22Gin%C3%A9s+Morata%22";"%22Gin%C3%A9s+Morata%22";"754542";"Bilbao"
"Hoy 25";"http://twitter.com/search?q=%22Hoy+25%22";"%22Hoy+25%22";"754542";"Bilbao"
"Rufián y Sánchez";"http://twitter.com/search?q=%22Rufi%C3%A1n+y+S%C3%A1nchez%22";"%22Rufi%C3%A1n+y+S%C3%A1nchez%22";"754542";"Bilbao"
"Tito Vilanova";"http://twitter.com/search?q=%22Tito+Vilanova%22";"%22Tito+Vilanova%22";"754542";"Bilbao"
"Iñaki Gabilondo";"http://twitter.com/search?q=%22I%C3%B1aki+Gabilondo%22";"%22I%C3%B1aki+Gabilondo%22";"754542";"Bilbao"
"#ElP30ProDeYoigo";"http://twitter.com/search?q=%23ElP30ProDeYoigo";"%23ElP30ProDeYoigo";"754542";"Bilbao"
"#NuestroFuturoEsYa";"http://twitter.com/search?q=%23NuestroFuturoEsYa";"%23NuestroFuturoEsYa";"754542";"Bilbao"
"#TocataYFugaARV";"http://twitter.com/search?q=%23TocataYFugaARV";"%23TocataYFugaARV";"754542";"Bilbao"
"#CuentaAtrás";"http://twitter.com/search?q=%23CuentaAtr%C3%A1s";"%23CuentaAtr%C3%A1s";"754542";"Bilbao"
"#mktwine19";"http://twitter.com/search?q=%23mktwine19";"%23mktwine19";"754542";"Bilbao"
"#ENETI2019";"http://twitter.com/search?q=%23ENETI2019";"%23ENETI2019";"754542";"Bilbao"
"#Futurismo2019";"http://twitter.com/search?q=%23Futurismo2019";"%23Futurismo2019";"754542";"Bilbao"
