"name";"url";"query";"woeid";"City"
"#EleccionesGenerales28A";"http://twitter.com/search?q=%23EleccionesGenerales28A";"%23EleccionesGenerales28A";"754542";"Bilbao"
"#VotaPorFavor";"http://twitter.com/search?q=%23VotaPorFavor";"%23VotaPorFavor";"754542";"Bilbao"
"#28AUnidasPodemos";"http://twitter.com/search?q=%2328AUnidasPodemos";"%2328AUnidasPodemos";"754542";"Bilbao"
"#AthleticAlavés";"http://twitter.com/search?q=%23AthleticAlav%C3%A9s";"%23AthleticAlav%C3%A9s";"754542";"Bilbao"
"#GoruntzBegira";"http://twitter.com/search?q=%23GoruntzBegira";"%23GoruntzBegira";"754542";"Bilbao"
"Nacho Duato";"http://twitter.com/search?q=%22Nacho+Duato%22";"%22Nacho+Duato%22";"754542";"Bilbao"
"Aragorn";"http://twitter.com/search?q=Aragorn";"Aragorn";"754542";"Bilbao"
"Ferran";"http://twitter.com/search?q=Ferran";"Ferran";"754542";"Bilbao"
"Loquillo";"http://twitter.com/search?q=Loquillo";"Loquillo";"754542";"Bilbao"
"Neto";"http://twitter.com/search?q=Neto";"Neto";"754542";"Bilbao"
"El Eibar";"http://twitter.com/search?q=%22El+Eibar%22";"%22El+Eibar%22";"754542";"Bilbao"
"Viggo Mortensen";"http://twitter.com/search?q=%22Viggo+Mortensen%22";"%22Viggo+Mortensen%22";"754542";"Bilbao"
"ID A VOTAR";"http://twitter.com/search?q=%22ID+A+VOTAR%22";"%22ID+A+VOTAR%22";"754542";"Bilbao"
"Miniestadi";"http://twitter.com/search?q=Miniestadi";"Miniestadi";"754542";"Bilbao"
"José Mari";"http://twitter.com/search?q=%22Jos%C3%A9+Mari%22";"%22Jos%C3%A9+Mari%22";"754542";"Bilbao"
"Rennella";"http://twitter.com/search?q=Rennella";"Rennella";"754542";"Bilbao"
"Luca Zidane";"http://twitter.com/search?q=%22Luca+Zidane%22";"%22Luca+Zidane%22";"754542";"Bilbao"
"Éibar";"http://twitter.com/search?q=%C3%89ibar";"%C3%89ibar";"754542";"Bilbao"
"Sauron";"http://twitter.com/search?q=Sauron";"Sauron";"754542";"Bilbao"
"Morella";"http://twitter.com/search?q=Morella";"Morella";"754542";"Bilbao"
"VOXtado";"http://twitter.com/search?q=VOXtado";"VOXtado";"754542";"Bilbao"
"Villarroya";"http://twitter.com/search?q=Villarroya";"Villarroya";"754542";"Bilbao"
"VOTAD";"http://twitter.com/search?q=VOTAD";"VOTAD";"754542";"Bilbao"
"#WCBilbao";"http://twitter.com/search?q=%23WCBilbao";"%23WCBilbao";"754542";"Bilbao"
"#JornadaDeReflexion";"http://twitter.com/search?q=%23JornadaDeReflexion";"%23JornadaDeReflexion";"754542";"Bilbao"
"#CopaReina2019";"http://twitter.com/search?q=%23CopaReina2019";"%23CopaReina2019";"754542";"Bilbao"
"#FelizDomingo";"http://twitter.com/search?q=%23FelizDomingo";"%23FelizDomingo";"754542";"Bilbao"
"#MásPPMásEspaña";"http://twitter.com/search?q=%23M%C3%A1sPPM%C3%A1sEspa%C3%B1a";"%23M%C3%A1sPPM%C3%A1sEspa%C3%B1a";"754542";"Bilbao"
"#Vota28A";"http://twitter.com/search?q=%23Vota28A";"%23Vota28A";"754542";"Bilbao"
"#ApoderadosCs";"http://twitter.com/search?q=%23ApoderadosCs";"%23ApoderadosCs";"754542";"Bilbao"
"#ValenciaEibar";"http://twitter.com/search?q=%23ValenciaEibar";"%23ValenciaEibar";"754542";"Bilbao"
"#28APSOE";"http://twitter.com/search?q=%2328APSOE";"%2328APSOE";"754542";"Bilbao"
"#28DeAbril";"http://twitter.com/search?q=%2328DeAbril";"%2328DeAbril";"754542";"Bilbao"
"#Elecciones28A";"http://twitter.com/search?q=%23Elecciones28A";"%23Elecciones28A";"754542";"Bilbao"
"#UWCL";"http://twitter.com/search?q=%23UWCL";"%23UWCL";"754542";"Bilbao"
"#YoVoto";"http://twitter.com/search?q=%23YoVoto";"%23YoVoto";"754542";"Bilbao"
"#votar";"http://twitter.com/search?q=%23votar";"%23votar";"754542";"Bilbao"
"#RayoMajadahondaCádiz";"http://twitter.com/search?q=%23RayoMajadahondaC%C3%A1diz";"%23RayoMajadahondaC%C3%A1diz";"754542";"Bilbao"
"#LondonMarathon";"http://twitter.com/search?q=%23LondonMarathon";"%23LondonMarathon";"754542";"Bilbao"
"#CTXT28A";"http://twitter.com/search?q=%23CTXT28A";"%23CTXT28A";"754542";"Bilbao"
"#BotaMAT";"http://twitter.com/search?q=%23BotaMAT";"%23BotaMAT";"754542";"Bilbao"
"#JoVotoFront";"http://twitter.com/search?q=%23JoVotoFront";"%23JoVotoFront";"754542";"Bilbao"
"#BarçaBayern";"http://twitter.com/search?q=%23Bar%C3%A7aBayern";"%23Bar%C3%A7aBayern";"754542";"Bilbao"
"#Democracia";"http://twitter.com/search?q=%23Democracia";"%23Democracia";"754542";"Bilbao"
"#LaMorenitaEnCanalSur";"http://twitter.com/search?q=%23LaMorenitaEnCanalSur";"%23LaMorenitaEnCanalSur";"754542";"Bilbao"
"#TodosAVotar";"http://twitter.com/search?q=%23TodosAVotar";"%23TodosAVotar";"754542";"Bilbao"
"#VotaSinBulos";"http://twitter.com/search?q=%23VotaSinBulos";"%23VotaSinBulos";"754542";"Bilbao"
"#EleccionesRTVE";"http://twitter.com/search?q=%23EleccionesRTVE";"%23EleccionesRTVE";"754542";"Bilbao"
"#PACMA28A";"http://twitter.com/search?q=%23PACMA28A";"%23PACMA28A";"754542";"Bilbao"
"#marcador365";"http://twitter.com/search?q=%23marcador365";"%23marcador365";"754542";"Bilbao"
"#EleccionesGenerales28A";"http://twitter.com/search?q=%23EleccionesGenerales28A";"%23EleccionesGenerales28A";"764814";"Las Palmas de Gran Canaria"
"#28AUnidasPodemos";"http://twitter.com/search?q=%2328AUnidasPodemos";"%2328AUnidasPodemos";"764814";"Las Palmas de Gran Canaria"
"#VotaPorFavor";"http://twitter.com/search?q=%23VotaPorFavor";"%23VotaPorFavor";"764814";"Las Palmas de Gran Canaria"
